news_type,true,fav,important,anger,anxiety,funny,informative,familiar,demrep_c,concordant,age,gender,education,income,social_conserv,economic_conserv,Y,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6
0,6,3,5,1,1,1,3,1,3,4,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
0,6,1,5,1,1,1,3,1,3,6,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
0,5,2,4,2,1,1,2,1,3,5,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
0,5,2,5,4,2,1,3,1,3,5,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
0,4,3,1,1,1,1,2,1,3,4,32.0,1.0,1.0,0.0,2,2,0,0,1,0,0,0,0
0,5,1,6,5,4,1,3,1,3,6,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
0,6,3,1,1,1,3,2,1,3,4,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
0,5,3,1,1,1,1,1,1,3,4,32.0,1.0,1.0,0.0,2,2,0,0,1,0,0,0,0
2,1,6,1,1,1,1,2,1,3,1,32.0,1.0,1.0,0.0,2,2,0,0,1,0,0,0,0
2,4,1,6,3,2,1,4,1,3,6,32.0,1.0,1.0,0.0,2,2,1,0,1,0,0,0,0
2,5,6,2,1,1,4,2,1,3,1,32.0,1.0,1.0,0.0,2,2,0,0,1,0,0,0,0
2,3,4,1,1,1,1,2,1,3,3,32.0,1.0,1.0,0.0,2,2,0,0,1,0,0,0,0
2,4,1,5,4,4,1,2,1,3,6,32.0,1.0,1.0,0.0,2,2,0,0,1,0,0,0,0
1,5,3,1,1,1,1,3,2,4,3,37.0,1.0,0.0,1.0,3,3,0,1,0,0,0,0,0
1,3,5,5,2,1,1,2,1,4,5,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
1,3,5,1,1,1,2,4,1,4,5,37.0,1.0,0.0,1.0,3,3,0,1,0,0,0,0,0
1,5,6,5,5,3,1,3,1,4,6,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
1,6,2,1,1,1,1,4,1,4,2,37.0,1.0,0.0,1.0,3,3,0,1,0,0,0,0,0
1,2,1,5,5,3,1,3,1,4,1,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
1,2,4,1,1,1,2,2,1,4,4,37.0,1.0,0.0,1.0,3,3,0,1,0,0,0,0,0
1,1,5,2,1,1,3,4,1,4,5,37.0,1.0,0.0,1.0,3,3,0,1,0,0,0,0,0
0,4,3,4,1,1,1,2,1,4,3,37.0,1.0,0.0,1.0,3,3,0,1,0,0,0,0,0
0,5,4,5,3,3,1,2,1,4,4,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
0,2,6,5,1,1,1,3,1,4,6,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,5,3,2,2,2,1,1,1,4,3,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,5,5,4,1,1,1,3,1,4,5,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,5,3,4,3,2,1,3,1,4,3,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,4,4,3,1,1,1,2,1,4,4,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,4,4,2,2,1,2,2,1,4,4,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,5,2,2,4,1,1,2,1,4,2,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
2,3,5,6,6,6,1,4,1,4,5,37.0,1.0,0.0,1.0,3,3,1,1,0,0,0,0,0
1,1,1,1,1,1,2,1,1,2,6,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
1,5,1,5,4,4,1,4,1,2,6,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
1,1,1,6,6,5,1,2,1,2,6,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
1,1,3,1,1,1,3,1,1,2,4,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
1,4,6,5,5,5,1,3,2,2,1,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
1,1,1,5,3,3,2,2,1,2,6,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
1,1,5,5,1,4,1,2,1,2,2,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
1,5,3,4,4,3,5,3,1,2,4,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
0,5,1,2,1,1,1,4,1,2,6,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
0,5,3,5,2,4,1,4,1,2,4,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
0,5,3,4,1,3,1,2,1,2,4,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
0,4,3,4,5,5,1,2,1,2,4,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
2,5,6,3,5,4,1,2,1,2,1,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
2,3,6,4,5,5,1,2,1,2,1,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
2,5,6,1,4,4,1,1,4,2,1,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
2,4,6,4,1,3,1,2,1,2,1,31.0,1.0,1.0,0.0,2,2,0,1,0,0,0,0,0
2,4,6,5,5,5,1,1,1,2,1,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
2,4,1,4,1,3,1,3,1,2,6,31.0,1.0,1.0,0.0,2,2,1,1,0,0,0,0,0
1,2,4,6,6,5,1,3,1,5,4,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
1,1,4,6,1,1,1,2,1,5,4,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
1,4,4,1,1,1,1,3,1,5,4,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
1,1,1,6,1,1,6,3,1,5,1,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,6,2,6,4,4,1,5,6,5,2,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,3,5,2,2,2,1,3,1,5,5,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,3,2,1,1,1,1,3,1,5,2,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,6,6,5,1,1,1,6,6,5,6,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,4,1,4,1,2,1,3,1,5,1,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,2,3,5,2,3,1,3,1,5,3,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,2,2,1,1,1,1,1,1,5,2,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,1,2,1,1,1,1,2,1,5,2,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,1,1,1,1,5,1,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
2,2,6,1,1,1,1,1,1,5,6,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
2,1,4,1,1,1,1,2,1,5,4,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
2,4,6,4,2,1,1,3,1,5,6,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
2,6,6,6,3,4,1,5,1,5,6,38.0,0.0,1.0,0.0,5,5,1,1,0,0,0,0,0
2,4,1,2,3,1,1,2,1,5,1,38.0,0.0,1.0,0.0,5,5,0,1,0,0,0,0,0
1,1,6,6,2,5,3,6,3,2,1,25.0,1.0,0.0,0.0,2,1,0,1,0,0,0,0,0
1,4,6,4,3,5,3,6,3,2,1,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
1,1,6,6,6,5,1,6,1,2,1,25.0,1.0,0.0,0.0,2,1,0,1,0,0,0,0,0
1,1,5,3,4,4,1,5,3,2,2,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
1,3,6,4,5,5,5,4,4,2,1,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
1,4,4,6,5,5,5,4,2,2,3,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
1,5,4,3,6,1,3,6,5,2,3,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
0,2,6,3,2,3,1,5,1,2,1,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
0,2,5,5,5,3,1,4,1,2,2,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
0,2,1,6,4,5,2,2,4,2,6,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
0,4,2,5,1,5,4,3,1,2,5,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
0,1,6,6,3,4,2,6,4,2,1,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
2,5,3,5,2,2,5,1,3,2,4,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
2,1,1,3,6,6,6,4,2,2,6,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
2,6,6,6,6,6,1,5,5,2,1,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
2,1,3,4,2,4,1,6,5,2,4,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
2,3,5,1,3,6,5,1,2,2,2,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
2,5,2,2,6,2,1,5,4,2,5,25.0,1.0,0.0,0.0,2,1,1,1,0,0,0,0,0
1,1,5,6,1,4,1,1,1,1,2,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,6,6,3,1,1,3,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,4,6,3,1,1,3,3,1,1,1,67.0,1.0,1.0,0.0,1,1,1,1,0,0,0,0,0
1,4,6,5,2,1,1,3,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,6,4,3,2,1,2,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,6,6,2,2,1,3,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,1,5,1,2,2,2,1,1,6,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,6,4,2,1,1,3,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,3,6,6,1,1,1,3,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,3,3,2,1,1,3,1,1,4,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,5,1,6,1,1,1,3,1,1,6,67.0,1.0,1.0,0.0,1,1,1,1,0,0,0,0,0
0,6,1,5,3,3,1,4,3,1,6,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,3,1,6,1,1,1,3,1,1,6,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,1,6,5,3,1,1,3,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,1,1,5,1,1,1,2,1,1,6,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,1,6,5,4,3,1,2,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,6,1,4,3,2,2,2,1,1,6,67.0,1.0,1.0,0.0,1,1,1,1,0,0,0,0,0
2,1,6,5,3,3,1,2,1,1,1,67.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,1,5,4,2,5,3,1,6,1,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
1,2,5,5,1,1,3,4,1,6,5,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
1,2,1,5,4,2,4,1,1,6,1,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
1,3,2,1,4,4,3,3,1,6,2,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
1,4,3,1,1,1,3,1,1,6,3,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,2,3,6,2,3,1,3,1,6,3,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,5,5,2,4,4,1,1,1,6,5,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,2,5,4,2,1,1,4,2,6,5,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,6,3,4,4,4,2,5,6,6,3,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,5,5,4,2,3,1,3,1,6,5,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,2,3,2,5,2,5,3,1,6,3,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,4,4,3,5,2,1,3,2,6,4,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,5,6,6,1,1,3,5,4,6,6,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,3,1,2,2,2,3,1,1,6,1,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
0,6,6,6,1,1,1,6,5,6,6,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
0,6,3,5,3,4,1,4,4,6,3,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
2,2,5,2,2,1,3,4,1,6,5,33.0,1.0,1.0,0.0,5,5,1,1,0,0,0,0,0
2,1,2,4,6,3,3,1,1,6,2,33.0,1.0,1.0,0.0,5,5,0,1,0,0,0,0,0
1,3,5,3,2,2,1,2,2,1,2,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,6,1,1,1,1,1,1,1,1,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,2,6,3,3,3,1,1,1,1,1,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,1,2,1,2,1,1,1,1,1,5,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,2,3,4,3,1,1,3,1,1,4,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,3,5,2,4,1,3,3,1,4,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,5,4,3,3,1,3,1,1,2,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,2,6,1,1,1,4,1,1,5,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,5,2,3,1,1,2,2,1,2,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,6,5,4,4,1,3,1,1,1,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,2,5,4,2,2,1,2,1,1,2,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,4,5,2,3,1,1,2,1,1,2,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
0,1,5,5,1,1,1,4,1,1,2,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,2,4,1,2,1,2,1,1,1,3,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,1,6,1,1,1,1,1,1,1,1,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,1,6,1,1,1,1,1,1,1,1,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,3,6,1,1,1,1,2,1,1,1,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
2,3,2,4,2,2,1,3,1,1,5,27.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0
1,3,1,5,4,3,1,1,1,4,1,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
1,1,6,5,4,5,1,1,1,4,6,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
1,1,1,5,6,5,1,1,1,4,1,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
1,1,4,5,2,1,1,1,1,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
1,1,1,5,3,2,1,1,1,4,1,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
1,3,4,4,1,5,1,1,1,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
0,5,4,4,3,2,1,2,2,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
0,1,1,6,6,6,1,1,1,4,1,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
0,1,3,4,1,1,1,1,1,4,3,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,4,1,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
0,3,4,4,2,1,1,1,1,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
0,1,3,3,1,1,1,1,1,4,3,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
2,1,3,6,5,1,1,1,1,4,3,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
2,1,4,5,6,5,1,1,1,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
2,1,4,4,5,4,1,1,1,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
2,3,1,3,4,1,1,1,1,4,1,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
2,3,2,4,3,2,1,1,1,4,2,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
2,3,4,2,2,2,1,1,1,4,4,30.0,1.0,0.0,0.0,3,4,0,1,0,0,0,0,0
1,4,2,2,1,1,2,3,1,1,5,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,1,6,5,4,4,1,1,1,1,1,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,6,1,6,6,6,1,5,1,1,6,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
1,1,5,3,3,2,1,2,1,1,2,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,3,5,6,3,3,1,2,1,1,2,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
1,2,6,2,1,2,1,2,1,1,1,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,6,5,6,6,6,1,3,1,1,2,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
0,6,1,5,3,3,1,3,1,1,6,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
0,5,6,5,2,2,1,3,2,1,1,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,5,6,3,1,1,3,3,1,1,1,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,5,3,3,3,2,1,2,1,1,4,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,6,5,6,4,4,1,2,1,1,2,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
0,5,3,3,1,2,1,2,1,1,4,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,5,3,4,4,2,1,2,1,1,4,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
2,5,2,5,3,3,1,3,1,1,5,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
2,1,6,2,3,4,1,1,1,1,1,60.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,6,1,6,5,5,1,3,1,1,6,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
2,4,6,3,1,2,2,2,1,1,1,60.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
1,5,4,6,5,6,1,2,1,4,4,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
1,1,1,6,6,6,1,1,1,4,1,24.0,1.0,1.0,0.0,4,4,0,1,0,0,0,0,0
1,1,1,1,1,1,4,1,3,4,1,24.0,1.0,1.0,0.0,4,4,0,1,0,0,0,0,0
1,1,6,6,4,3,1,1,1,4,6,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
1,2,6,6,6,6,1,1,1,4,6,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
1,1,3,1,6,1,1,1,1,4,3,24.0,1.0,1.0,0.0,4,4,0,1,0,0,0,0,0
1,4,6,6,6,3,1,5,2,4,6,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
1,1,3,6,6,1,1,1,1,4,3,24.0,1.0,1.0,0.0,4,4,0,1,0,0,0,0,0
0,2,2,6,6,6,1,4,1,4,2,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
0,5,4,5,5,3,1,1,2,4,4,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,1,3,6,1,2,1,1,1,4,3,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,5,6,5,6,1,1,1,2,4,6,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,5,1,2,2,1,1,2,1,4,1,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,4,6,5,4,1,1,3,1,4,6,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,1,5,6,5,3,1,1,1,4,5,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,1,1,6,4,3,1,2,1,4,1,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
2,1,6,6,4,4,1,1,3,4,6,24.0,1.0,1.0,0.0,4,4,0,1,0,0,0,0,0
2,1,2,5,4,5,1,3,1,4,2,24.0,1.0,1.0,0.0,4,4,1,1,0,0,0,0,0
1,1,6,4,4,1,1,3,1,1,1,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
1,2,1,1,1,1,1,2,1,1,6,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
1,2,4,2,1,1,1,4,1,1,3,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
1,1,1,6,4,1,1,3,1,1,6,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
0,5,2,5,5,4,1,4,1,1,5,25.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0
0,6,2,6,3,2,1,5,3,1,5,25.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0
0,5,3,4,1,1,1,3,1,1,4,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
0,5,1,5,3,1,1,4,1,1,6,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
0,2,4,2,2,1,1,3,1,1,3,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
0,5,3,4,2,1,1,3,3,1,4,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
0,6,3,4,1,1,1,5,3,1,4,25.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0
2,4,4,3,1,1,1,1,1,1,3,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
2,3,5,2,1,1,1,4,1,1,2,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
2,1,6,5,2,1,1,1,1,1,1,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
2,3,2,1,1,1,1,3,1,1,5,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
2,1,5,4,1,1,1,2,1,1,2,25.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0
2,4,1,2,2,1,2,3,1,1,6,25.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0
2,5,1,6,3,3,1,4,1,1,6,25.0,0.0,1.0,1.0,1,1,1,1,0,0,0,0,0
1,1,6,6,6,5,1,6,1,2,1,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
1,1,6,6,3,3,2,4,1,2,1,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
1,1,6,6,4,4,1,5,1,2,1,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
1,1,5,6,1,4,1,5,1,2,2,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
1,1,3,3,2,1,2,1,1,2,4,33.0,0.0,0.0,0.0,2,4,0,0,0,0,1,0,0
1,1,2,4,3,2,1,2,1,2,5,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
1,1,1,5,4,2,3,3,1,2,6,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
0,1,1,5,2,3,1,3,1,2,6,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
0,4,4,4,1,1,1,2,1,2,3,33.0,0.0,0.0,0.0,2,4,0,0,0,0,1,0,0
0,4,2,4,3,2,1,4,1,2,5,33.0,0.0,0.0,0.0,2,4,0,0,0,0,1,0,0
0,4,5,5,4,6,1,3,1,2,2,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
0,4,3,2,1,1,1,4,1,2,4,33.0,0.0,0.0,0.0,2,4,0,0,0,0,1,0,0
0,2,2,6,4,4,1,4,1,2,5,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
0,4,5,4,1,1,1,2,1,2,2,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
0,1,1,5,2,3,1,4,1,2,6,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
0,2,1,4,1,2,1,3,1,2,6,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
2,4,5,2,2,1,1,2,1,2,2,33.0,0.0,0.0,0.0,2,4,0,0,0,0,1,0,0
2,1,1,4,3,3,1,3,1,2,6,33.0,0.0,0.0,0.0,2,4,1,0,0,0,1,0,0
1,1,6,5,4,4,1,2,1,1,1,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,3,4,6,5,5,1,2,1,1,3,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,1,6,4,4,2,1,1,1,1,1,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,1,5,3,3,3,1,2,1,1,2,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
1,1,4,5,4,4,1,2,1,1,3,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,5,3,5,5,6,1,3,1,1,4,28.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
0,5,2,3,5,2,2,2,1,1,5,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,5,4,5,5,4,1,4,1,1,3,28.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
0,5,3,3,3,3,5,2,1,1,4,28.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
0,4,4,4,2,4,1,3,1,1,3,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
0,5,3,5,5,4,1,2,1,1,4,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,1,5,1,2,2,2,1,1,1,2,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,2,6,4,3,2,1,2,1,1,1,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,1,6,1,5,5,1,1,1,1,1,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,5,3,4,5,4,1,3,1,1,4,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,1,6,2,2,2,1,1,1,1,1,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,4,2,3,3,3,1,1,1,1,5,28.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2,5,3,5,5,4,1,3,1,1,4,28.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0
